reviewer_id,reviewer_name,platform,review_text,rating,review_date,account_age_days,total_reviews,verified_purchase,review_length_words,all_caps_ratio,exclamation_count,repeated_phrases,same_day_reviews,avg_rating_given,profile_photo,classification
R376,Manish Gupta,Google Maps,Received a damaged item. Replacement was sent within 3 days. Satisfied with resolution.,2,2024-06-24,1932,7,Yes,13,0.034,0,0,1,3.2,Yes,Genuine
R377,GreatProduct22736,BookMyShow,Changed my life! Cannot imagine living without this! Perfect in every way!,5,2024-08-05,4,105,No,12,0.041,3,0,104,4.9,No,Fake
R378,Mohit Khanna,Zomato,Received a damaged item. Replacement was sent within 3 days. Satisfied with resolution.,5,2024-06-04,1902,49,Yes,13,0.034,0,0,1,3.7,Yes,Genuine
R379,Meena Joshi,Zomato,Product stopped working after 2 months. Customer support was responsive and helpful.,3,2024-10-09,1895,59,Yes,12,0.024,0,0,0,2.9,Yes,Genuine
R380,SponsoredOpinion18,Swiggy,Affiliate link in bio. Genuinely use this product. Discount code: SAVE15,5,2024-03-01,1180,474,Yes,11,0.097,0,1,0,4.5,Yes,Suspicious
R381,Leela Rao,Justdial,Product stopped working after 2 months. Customer support was responsive and helpful.,3,2024-09-10,762,19,Yes,12,0.024,0,0,0,3.9,Yes,Genuine
R382,InfluencerLife19,Justdial,Sent for testing. First impressions are positive. Will update after extended use.,5,2024-11-01,672,399,No,12,0.037,0,0,2,4.7,No,Suspicious
R383,Deepa Nair,Google Maps,Visited in the morning to avoid crowds. Guide was informative but spoke too fast.,5,2024-03-30,1197,46,Yes,14,0.025,0,0,1,3.1,Yes,Genuine
R384,TopReviewer99691,Flipkart,Wonderful! Fantastic! Superb! Excellent! Brilliant! Marvelous!,5,2024-08-08,7,278,No,6,0.097,6,1,118,4.9,Yes,Fake
R385,TruthTeller609,MakeMyTrip,Changed my life! Cannot imagine living without this! Perfect in every way!,5,2024-09-13,9,51,No,12,0.041,3,1,49,4.6,No,Fake
R386,Lalita Devi,Snapdeal,Fabric quality is good but sizing runs small. Order one size up.,4,2024-12-06,1199,25,Yes,12,0.031,0,0,0,3.8,Yes,Genuine
R387,Meena Joshi,MakeMyTrip,Product works well for basic use. Not suitable for heavy-duty tasks as I hoped.,3,2024-09-02,938,5,Yes,14,0.038,0,0,1,4.0,Yes,Genuine
R388,RealUser99349,Swiggy,Great great great great great great great great quality!,5,2024-01-23,13,202,Yes,9,0.018,1,1,99,4.9,No,Fake
R389,Harsha Bhat,Justdial,Product stopped working after 2 months. Customer support was responsive and helpful.,3,2024-01-05,1039,6,Yes,12,0.024,0,0,1,3.7,No,Genuine
R390,Priya Sharma,Flipkart,Phone camera is great in daylight but struggles at night. Battery lasts a full day.,4,2024-05-20,201,32,Yes,15,0.024,0,0,0,4.0,Yes,Genuine
R391,Pooja Mishra,MakeMyTrip,Movie was okay. First half was slow. Second half had good twists. One-time watch.,2,2024-08-23,1945,36,Yes,14,0.049,0,0,0,2.9,Yes,Genuine
R392,Lalita Devi,BookMyShow,Product stopped working after 2 months. Customer support was responsive and helpful.,4,2024-07-26,1330,15,Yes,12,0.024,0,0,1,4.1,Yes,Genuine
R393,ValueKing225,Airbnb,Best product on the market! Everyone should buy this immediately!,5,2024-10-17,13,58,No,10,0.031,2,0,28,4.7,Yes,Fake
R394,TruthTeller292,Justdial,My friend told me this is the best product ever so I bought it too!,5,2024-12-13,4,152,No,15,0.03,1,1,128,5.0,Yes,Fake
R395,Rahul Verma,Swiggy,Hotel room was clean. AC worked fine. Breakfast had limited vegetarian options.,3,2024-11-18,368,11,Yes,12,0.051,0,0,0,3.7,Yes,Genuine
R396,Rahul Verma,Yelp,Ordered this last month. Build quality is solid but battery life is average.,5,2024-02-04,1091,17,No,13,0.026,0,0,0,4.0,Yes,Genuine
R397,GreatProduct22239,MakeMyTrip,great product great price great delivery great service great everything,1,2024-03-22,4,244,No,10,0.0,0,1,215,1.4,No,Fake
R398,PRInfluencer92,BookMyShow,"I review products professionally. Solid build, average performance. 6/10.",5,2024-12-21,751,214,Yes,9,0.027,0,1,2,4.8,No,Suspicious
R399,SuperShopper931,Swiggy,Top quality! Top service! Top price! Top delivery! Top everything!,1,2024-03-04,1,114,No,10,0.076,5,1,113,1.3,No,Fake
R400,FiveStarFarmer742,Tripadvisor,Never used anything better in my entire life! This is truly magical!,5,2024-09-30,5,81,No,12,0.029,2,1,54,4.6,Yes,Fake
R401,PaidReviewer11,Nykaa,*PR gifted* Brand reached out to me. Packaging is premium and scent is lovely!,5,2024-02-06,1151,500,Yes,14,0.051,1,1,2,4.4,Yes,Suspicious
R402,Arun Verma,Tripadvisor,Second order from this seller. Consistent quality. Delivery was faster this time.,5,2024-02-21,430,31,Yes,12,0.037,0,0,0,4.1,Yes,Genuine
R403,SuperShopper543,Trustpilot,Changed my life! Cannot imagine living without this! Perfect in every way!,5,2024-10-14,5,157,No,12,0.041,3,0,55,4.7,No,Fake
R404,Kiran Patel,MakeMyTrip,Good value for money. Works as described. Minor scratches on arrival but functional.,5,2024-12-06,936,49,No,13,0.036,0,0,0,3.0,Yes,Genuine
R405,ContentCreator47,Tripadvisor,As an influencer I get asked what I use daily. This is genuinely my favorite!,5,2024-11-05,1070,194,No,15,0.052,1,0,1,4.6,Yes,Suspicious
R406,Rohit Sharma,Snapdeal,Visited in the morning to avoid crowds. Guide was informative but spoke too fast.,5,2024-03-06,1189,37,Yes,14,0.025,0,0,0,3.8,Yes,Genuine
R407,LegitReviewer134,Justdial,Best product on the market! Everyone should buy this immediately!,5,2024-05-28,2,193,No,10,0.031,2,0,123,4.6,Yes,Fake
R408,NotABot12375,BookMyShow,Amazing product! Best purchase ever! Highly recommend to everyone!!!,5,2024-06-25,7,277,No,9,0.044,5,1,81,4.7,No,Fake
R409,Harsha Bhat,BookMyShow,Nice ambience but portions are small for the price. Desserts were excellent though.,5,2024-02-08,1611,51,Yes,13,0.024,0,0,1,2.9,Yes,Genuine
R410,FiveStarFarmer289,Tripadvisor,Five stars! Perfect! Love it! Amazing! Outstanding! Best ever!,5,2024-05-21,4,165,No,9,0.097,6,1,21,4.5,No,Fake
R411,LifestyleGuru21,Trustpilot,Received complimentary sample. Results seem positive after short-term use.,5,2024-07-04,896,443,Yes,9,0.027,0,1,1,4.9,Yes,Suspicious
R412,InfluencerLife13,Yelp,*Sponsored* Tested this product for 2 weeks. Performance is satisfactory overall.,4,2024-01-04,776,122,Yes,11,0.037,0,1,1,4.4,Yes,Suspicious
R413,BrandAmbassador93,Flipkart,Affiliate link in bio. Genuinely use this product. Discount code: SAVE15,5,2024-11-24,688,348,No,11,0.097,0,1,0,4.7,Yes,Suspicious
R414,TruthTeller819,Zomato,My friend told me this is the best product ever so I bought it too!,5,2024-03-01,9,37,No,15,0.03,1,0,34,5.0,No,Fake
R415,InfluencerLife26,Tripadvisor,Sent for testing. First impressions are positive. Will update after extended use.,5,2024-08-16,1402,169,No,12,0.037,0,0,1,4.7,Yes,Suspicious
R416,GreatProduct22944,Tripadvisor,DO NOT HESITATE!! BUY NOW!! YOU WILL LOVE IT!! AMAZING!!,5,2024-05-16,3,65,No,10,0.696,8,1,34,4.7,No,Fake
R417,Pooja Mishra,BookMyShow,Product stopped working after 2 months. Customer support was responsive and helpful.,4,2024-12-02,1507,55,Yes,12,0.024,0,0,1,3.5,No,Genuine
R418,Ananya Bose,Snapdeal,Taste was authentic but service was slow during lunch hours. Reasonable pricing.,2,2024-01-16,1144,8,Yes,12,0.025,0,0,1,4.0,Yes,Genuine
R419,ShopperPro197,Zomato,Wonderful! Fantastic! Superb! Excellent! Brilliant! Marvelous!,5,2024-05-20,4,182,No,6,0.097,6,1,133,4.7,No,Fake
R420,HappyCustomer123850,Airbnb,Changed my life! Cannot imagine living without this! Perfect in every way!,5,2024-06-29,10,55,No,12,0.041,3,1,26,4.9,No,Fake
R421,Deepa Nair,Amazon,Received a damaged item. Replacement was sent within 3 days. Satisfied with resolution.,5,2024-10-21,277,10,Yes,13,0.034,0,0,0,3.9,Yes,Genuine
R422,TruthTeller41,Tripadvisor,ABSOLUTELY LOVE IT!!! BEST PRODUCT EVER!! MUST BUY!!,5,2024-12-09,10,297,No,8,0.731,7,1,168,4.6,No,Fake
R423,ValueKing972,Tripadvisor,WOW WOW WOW! Just WOW! Cannot believe how good this is!!!,5,2024-09-25,3,248,No,11,0.246,5,0,96,5.0,No,Fake
R424,Vikram Singh,MakeMyTrip,Nice ambience but portions are small for the price. Desserts were excellent though.,4,2024-05-01,1007,9,Yes,13,0.024,0,0,0,3.4,No,Genuine
R425,TrustMe123592,Tripadvisor,Never used anything better in my entire life! This is truly magical!,5,2024-02-01,6,151,No,12,0.029,2,0,141,4.6,No,Fake
R426,TruthTeller710,Yelp,Excellent excellent excellent. Best best best. Buy buy buy.,1,2024-11-12,6,224,No,9,0.051,0,1,202,1.2,No,Fake
R427,PRInfluencer57,Amazon,Received complimentary sample. Results seem positive after short-term use.,4,2024-11-13,1065,159,No,9,0.027,0,1,0,4.8,Yes,Suspicious
R428,Arun Verma,Airbnb,Received a damaged item. Replacement was sent within 3 days. Satisfied with resolution.,5,2024-08-07,377,11,Yes,13,0.034,0,0,0,3.6,Yes,Genuine
R429,TopTester18,Snapdeal,Affiliate link in bio. Genuinely use this product. Discount code: SAVE15,4,2024-10-23,456,452,Yes,11,0.097,0,0,2,4.7,No,Suspicious
R430,Gopal Tiwari,Airbnb,Movie was okay. First half was slow. Second half had good twists. One-time watch.,2,2024-01-25,1122,34,Yes,14,0.049,0,0,0,4.1,Yes,Genuine
R431,NotABot123937,Amazon,DO NOT HESITATE!! BUY NOW!! YOU WILL LOVE IT!! AMAZING!!,5,2024-07-08,7,98,No,10,0.696,8,1,50,4.8,No,Fake
R432,Priya Sharma,BookMyShow,Second order from this seller. Consistent quality. Delivery was faster this time.,5,2024-11-12,1380,51,Yes,12,0.037,0,0,1,3.5,No,Genuine
R433,Lalita Devi,Zomato,Nice ambience but portions are small for the price. Desserts were excellent though.,4,2024-05-02,1000,42,Yes,13,0.024,0,0,0,3.2,Yes,Genuine
R434,NotABot123266,Justdial,Five stars! Perfect! Love it! Amazing! Outstanding! Best ever!,5,2024-05-19,5,296,No,9,0.097,6,1,233,4.5,No,Fake
R435,DealHunter208,Tripadvisor,DO NOT HESITATE!! BUY NOW!! YOU WILL LOVE IT!! AMAZING!!,1,2024-01-29,6,296,No,10,0.696,8,1,258,1.0,No,Fake
R436,Rekha Singh,Flipkart,Product stopped working after 2 months. Customer support was responsive and helpful.,2,2024-11-26,1723,33,Yes,12,0.024,0,0,1,3.2,Yes,Genuine
R437,TopTester42,Google Maps,*PR gifted* Brand reached out to me. Packaging is premium and scent is lovely!,5,2024-12-07,1425,346,Yes,14,0.051,1,0,1,4.4,No,Suspicious
R438,Bharat Jain,Google Play,Nice ambience but portions are small for the price. Desserts were excellent though.,4,2024-06-09,1199,12,No,13,0.024,0,0,1,2.9,Yes,Genuine
R439,BestBuyer2024302,Zomato,Changed my life! Cannot imagine living without this! Perfect in every way!,5,2024-06-29,5,218,No,12,0.041,3,1,116,5.0,No,Fake
R440,InfluencerLife56,MakeMyTrip,Affiliate link in bio. Genuinely use this product. Discount code: SAVE15,5,2024-03-20,1011,326,No,11,0.097,0,1,1,4.4,Yes,Suspicious
R441,SuperShopper153,Justdial,great product great price great delivery great service great everything,5,2024-08-14,2,157,Yes,10,0.0,0,1,65,4.9,No,Fake
R442,Tanvi Joshi,Yelp,Taste was authentic but service was slow during lunch hours. Reasonable pricing.,5,2024-09-19,1127,56,Yes,12,0.025,0,0,1,3.6,No,Genuine
R443,Rohit Sharma,Amazon,Ordered this last month. Build quality is solid but battery life is average.,5,2024-06-23,1467,45,Yes,13,0.026,0,0,0,3.7,Yes,Genuine
R444,TopReviewer99333,Justdial,Amazing product! Best purchase ever! Highly recommend to everyone!!!,5,2024-03-30,6,250,Yes,9,0.044,5,1,152,4.8,Yes,Fake
R445,SponsoredOpinion99,Tripadvisor,Brand collaboration. Love supporting small businesses. Quality feels authentic.,4,2024-11-10,1326,341,Yes,9,0.038,0,0,0,4.7,No,Suspicious
R446,TopTester37,Airbnb,Affiliate link in bio. Genuinely use this product. Discount code: SAVE15,5,2024-08-19,1145,176,No,11,0.097,0,0,1,4.3,Yes,Suspicious
R447,Mohit Khanna,Airbnb,Good product overall. Setup instructions could be clearer. Performance is satisfactory.,4,2024-09-23,971,59,Yes,11,0.034,0,0,1,3.1,Yes,Genuine
R448,Rahul Verma,MakeMyTrip,Product works well for basic use. Not suitable for heavy-duty tasks as I hoped.,5,2024-02-26,1609,35,Yes,14,0.038,0,0,0,2.8,Yes,Genuine
R449,SponsoredOpinion15,Zomato,"I review products professionally. Solid build, average performance. 6/10.",5,2024-12-19,642,486,Yes,9,0.027,0,0,0,4.2,Yes,Suspicious
R450,SuperShopper612,Yelp,Great great great great great great great great quality!,5,2024-08-15,14,114,No,9,0.018,1,0,54,4.8,No,Fake
R451,ContentCreator98,Airbnb,"I review products professionally. Solid build, average performance. 6/10.",5,2024-05-10,962,391,Yes,9,0.027,0,1,1,4.8,No,Suspicious
R452,PaidReviewer94,Amazon,Received complimentary sample. Results seem positive after short-term use.,4,2024-01-17,330,332,Yes,9,0.027,0,0,1,5.0,Yes,Suspicious
R453,TopTester2,Amazon,Affiliate link in bio. Genuinely use this product. Discount code: SAVE15,5,2024-09-01,579,256,Yes,11,0.097,0,1,2,4.9,No,Suspicious
R454,SmartBuyer562,BookMyShow,Best product on the market! Everyone should buy this immediately!,5,2024-12-01,10,180,No,10,0.031,2,1,33,4.9,Yes,Fake
R455,Rahul Verma,Amazon,Phone camera is great in daylight but struggles at night. Battery lasts a full day.,4,2024-05-03,1161,59,Yes,15,0.024,0,0,0,2.9,Yes,Genuine
R456,Sunita Rao,Swiggy,Booked this for a weekend trip. Location was convenient but WiFi was unreliable.,2,2024-10-17,1692,5,No,13,0.05,0,0,1,4.0,No,Genuine
R457,Amit Kumar,Swiggy,Taste was authentic but service was slow during lunch hours. Reasonable pricing.,4,2024-08-19,623,38,Yes,12,0.025,0,0,1,2.9,No,Genuine
R458,SuperShopper773,Zomato,Top quality! Top service! Top price! Top delivery! Top everything!,5,2024-05-15,11,233,No,10,0.076,5,1,101,4.5,No,Fake
R459,ReviewKing60,Zomato,WOW WOW WOW! Just WOW! Cannot believe how good this is!!!,5,2024-10-08,2,73,No,11,0.246,5,1,24,4.6,No,Fake
R460,Vikram Singh,Swiggy,Product stopped working after 2 months. Customer support was responsive and helpful.,4,2024-12-13,1262,40,Yes,12,0.024,0,0,0,3.4,Yes,Genuine
R461,SuperShopper336,Snapdeal,great product great price great delivery great service great everything,5,2024-06-02,7,183,No,10,0.0,0,1,138,4.8,No,Fake
R462,Bharat Jain,MakeMyTrip,Good value for money. Works as described. Minor scratches on arrival but functional.,3,2024-12-16,1977,49,No,13,0.036,0,0,1,3.2,No,Genuine
R463,Amit Kumar,Trustpilot,Visited in the morning to avoid crowds. Guide was informative but spoke too fast.,1,2024-10-23,1969,19,Yes,14,0.025,0,0,0,3.2,No,Genuine
R464,FiveStarFarmer27,Flipkart,Five stars! Perfect! Love it! Amazing! Outstanding! Best ever!,5,2024-03-30,14,40,No,9,0.097,6,1,25,4.8,No,Fake
R465,Pooja Mishra,Amazon,App crashes occasionally on Android. Core features work well otherwise.,5,2024-03-13,1689,24,Yes,10,0.042,0,0,0,3.4,No,Genuine
R466,Ravi Shankar,Swiggy,Received a damaged item. Replacement was sent within 3 days. Satisfied with resolution.,2,2024-08-06,1865,16,No,13,0.034,0,0,1,3.3,No,Genuine
R467,BrandAmbassador11,Google Play,*Sponsored* Tested this product for 2 weeks. Performance is satisfactory overall.,4,2024-03-03,1103,116,No,11,0.037,0,0,1,4.9,No,Suspicious
R468,Pooja Mishra,BookMyShow,Phone camera is great in daylight but struggles at night. Battery lasts a full day.,5,2024-03-13,1929,60,Yes,15,0.024,0,0,0,3.0,No,Genuine
R469,Bharat Jain,Snapdeal,Fabric quality is good but sizing runs small. Order one size up.,5,2024-11-01,222,40,No,12,0.031,0,0,0,3.0,Yes,Genuine
R470,ValueKing127,Nykaa,Best product on the market! Everyone should buy this immediately!,5,2024-01-13,11,164,No,10,0.031,2,1,103,4.6,No,Fake
R471,DealHunter971,Zomato,ABSOLUTELY LOVE IT!!! BEST PRODUCT EVER!! MUST BUY!!,5,2024-01-09,7,280,No,8,0.731,7,1,251,4.8,No,Fake
R472,Ananya Bose,Airbnb,Fabric quality is good but sizing runs small. Order one size up.,3,2024-12-24,961,47,No,12,0.031,0,0,0,2.9,Yes,Genuine
R473,Vikram Singh,Flipkart,Product stopped working after 2 months. Customer support was responsive and helpful.,1,2024-02-24,927,58,Yes,12,0.024,0,0,1,3.6,Yes,Genuine
R474,LegitReviewer874,Snapdeal,Top quality! Top service! Top price! Top delivery! Top everything!,5,2024-12-13,12,142,No,10,0.076,5,1,132,4.5,No,Fake
R475,Meena Joshi,BookMyShow,Second order from this seller. Consistent quality. Delivery was faster this time.,3,2024-03-13,250,35,Yes,12,0.037,0,0,1,4.1,Yes,Genuine
R476,Nandita Roy,Tripadvisor,Hotel room was clean. AC worked fine. Breakfast had limited vegetarian options.,5,2024-12-15,1525,19,Yes,12,0.051,0,0,1,3.7,Yes,Genuine
R477,PaidReviewer90,Google Maps,As an influencer I get asked what I use daily. This is genuinely my favorite!,4,2024-07-18,1120,482,Yes,15,0.052,1,1,2,4.7,Yes,Suspicious
R478,Pooja Mishra,Zomato,Received a damaged item. Replacement was sent within 3 days. Satisfied with resolution.,2,2024-10-27,1573,60,Yes,13,0.034,0,0,1,3.6,Yes,Genuine
R479,TrustMe123119,Justdial,Changed my life! Cannot imagine living without this! Perfect in every way!,5,2024-11-14,14,30,No,12,0.041,3,1,21,4.5,No,Fake
R480,TechReviewer998,Trustpilot,*Sponsored* Tested this product for 2 weeks. Performance is satisfactory overall.,5,2024-08-12,519,144,No,11,0.037,0,0,2,4.8,Yes,Suspicious
R481,Suresh Nair,Yelp,Service was okay. Food arrived slightly late but taste was good. Will order again.,3,2024-03-08,1506,43,Yes,14,0.037,0,0,0,4.2,No,Genuine
R482,Vikram Singh,Justdial,Service was okay. Food arrived slightly late but taste was good. Will order again.,4,2024-03-23,1447,17,Yes,14,0.037,0,0,0,3.3,Yes,Genuine
R483,TopReviewer994,Trustpilot,Never used anything better in my entire life! This is truly magical!,1,2024-12-19,5,112,No,12,0.029,2,1,62,1.3,Yes,Fake
R484,TopTester10,Zomato,Affiliate link in bio. Genuinely use this product. Discount code: SAVE15,4,2024-04-01,773,352,Yes,11,0.097,0,0,2,4.4,Yes,Suspicious
R485,Suresh Nair,Nykaa,Good product overall. Setup instructions could be clearer. Performance is satisfactory.,2,2024-05-14,1314,29,Yes,11,0.034,0,0,1,3.3,Yes,Genuine
R486,LovingIt99813,Trustpilot,DO NOT HESITATE!! BUY NOW!! YOU WILL LOVE IT!! AMAZING!!,5,2024-10-09,4,101,No,10,0.696,8,1,54,4.8,No,Fake
R487,Amit Kumar,MakeMyTrip,App crashes occasionally on Android. Core features work well otherwise.,4,2024-05-06,1592,42,Yes,10,0.042,0,0,0,3.9,Yes,Genuine
R488,HappyCustomer123921,Justdial,100% recommend! Zero complaints! Perfect product! Perfect service!,5,2024-12-19,11,110,Yes,8,0.045,4,1,83,4.6,No,Fake
R489,Mohit Khanna,Zomato,Hotel room was clean. AC worked fine. Breakfast had limited vegetarian options.,3,2024-07-06,1641,56,Yes,12,0.051,0,0,0,3.9,Yes,Genuine
R490,BestBuyer2024242,Justdial,Excellent excellent excellent. Best best best. Buy buy buy.,5,2024-10-20,7,46,No,9,0.051,0,1,31,4.7,No,Fake
R491,AffiliatePro72,Nykaa,Brand collaboration. Love supporting small businesses. Quality feels authentic.,5,2024-04-27,1483,256,No,9,0.038,0,0,0,4.9,Yes,Suspicious
R492,Leela Rao,Airbnb,Booked this for a weekend trip. Location was convenient but WiFi was unreliable.,4,2024-08-30,776,53,No,13,0.05,0,0,1,3.4,No,Genuine
R493,TrustMe123863,Snapdeal,great product great price great delivery great service great everything,1,2024-10-19,14,44,Yes,10,0.0,0,1,44,1.1,No,Fake
R494,TopTester2,Justdial,"I review products professionally. Solid build, average performance. 6/10.",5,2024-05-07,773,487,Yes,9,0.027,0,0,1,4.9,Yes,Suspicious
R495,Pooja Mishra,Swiggy,Product works well for basic use. Not suitable for heavy-duty tasks as I hoped.,5,2024-03-12,1514,52,Yes,14,0.038,0,0,0,3.8,Yes,Genuine
R496,Sunita Rao,Swiggy,App crashes occasionally on Android. Core features work well otherwise.,4,2024-08-24,1354,17,Yes,10,0.042,0,0,0,3.8,Yes,Genuine
R497,LovingIt99921,BookMyShow,100% recommend! Zero complaints! Perfect product! Perfect service!,5,2024-03-21,13,193,No,8,0.045,4,1,148,4.8,No,Fake
R498,LegitReviewer283,Zomato,ABSOLUTELY LOVE IT!!! BEST PRODUCT EVER!! MUST BUY!!,5,2024-06-19,14,262,Yes,8,0.731,7,1,171,4.8,Yes,Fake
R499,DealHunter9,Airbnb,Top quality! Top service! Top price! Top delivery! Top everything!,5,2024-03-20,15,83,No,10,0.076,5,0,22,4.9,No,Fake
R500,SponsoredOpinion54,Zomato,Sent for testing. First impressions are positive. Will update after extended use.,4,2024-12-16,939,389,Yes,12,0.037,0,1,0,4.7,Yes,Suspicious
